14
20 79
60 20 10
25 9 4
58 41 8
14 41 88
19 63 33
57 12 17
66 58 42
41 26 64
57 39 99
55 58 72
22 61 86
8 33 52
11 57 73
32 6 40
2 24 81
27 46 59
49 59 68
26 21 7
2 62 4
19 6 22
61 6 95
2 17 24
29 58 87
44 36 16
32 47 68
45 12 22
37 35 11
8 12 3
2 12 92
49 27 3
25 30 14
65 26 31
4 22 56
16 9 87
24 35 84
18 6 21
19 27 82
57 58 96
27 3 72
21 60 83
3 29 5
20 5 17
35 46 24
39 9 11
64 9 60
10 7 54
10 65 5
8 50 78
28 66 68
9 42 88
32 49 21
18 36 35
40 64 68
29 46 63
14 30 92
44 1 14
38 40 24
66 22 19
56 46 0
19 55 87
63 12 79
53 65 23
66 34 54
65 18 81
20 30 93
45 40 60
3 34 5
38 20 69
49 65 25
31 19 19
65 37 17
64 21 43
23 43 84
22 36 39
18 61 2
49 38 97
1 7 18
23 57 44
49 9 35
21 37 45
56 36 32
36 53 47
36 62 39
11 28 19
59 34 96
31 40 98
2 10 1
9 13 95
22 58 7
62 54 31
11 1 33
63 6 92
32 56 45
45 2 77
46 24 84
33 66 17
41 60 78
47 57 81
60 22 44
47 47 27
29 5 28
62 25 42
39 8 79
37 33 90
27 36 90
49 2 76
60 38 44
7 59 69
31 26 10
20 63 13
44 58 88
31 50 62
42 21 45
21 16 61
3 44 45
21 2 56
3 24 57
32 31 16
43 49 3
63 50 42
52 42 29
8 47 53
62 34 87
66 46 95
28 49 34
19 43 11
37 57 41
53 40 57
16 41 70
44 28 83
1 62 72
16 46 61
5 32 94
18 18 31
52 15 6
34 36 0
3 42 86
60 31 58
19 60 57
4 60 48
54 7 7
43 12 57
59 44 17
42 49 5
43 3 64
41 37 39
5 39 43
61 38 99
25 58 92
40 21 7
59 30 48
38 39 37
9 32 27
13 30 51
15 35 60
57 25 24
57 1 17
11 10 75
18 5 48
38 27 80
45 24 11
7 47 52
63 37 94
14 12 62
6 48 19
64 61 18
53 1 66
52 24 81
52 34 14
19 64 56
66 29 68
26 58 91
57 29 26
27 30 45
34 61 86
14 37 53
28 65 27
51 56 97
65 6 12
36 8 71
50 57 31
45 59 80
25 11 44
23 34 9
30 9 57
61 54 40
41 5 18
38 13 10
7 8 49
22 35 61
32 33 26
63 53 36
47 66 90
45 62 64
3 33 59
12 23 8
13 27 91
66 2 19
58 12 58
6 51 27
42 22 47
13 41 87
48 43 73
61 3 87
31 65 21
37 15 24
17 60 37
15 50 18
1 47 50
62 42 45
5 60 13
6 35 79
37 12 42
27 27 55
8 57 80
28 40 49
48 34 87
21 27 61
51 22 39
49 31 67
7 49 84
33 18 28
4 17 15
11 43 86
45 57 72
2 65 90
15 44 93
35 38 36
21 45 71
27 6 97
29 45 29
59 43 13
48 21 54
22 17 93
3 47 2
23 48 10
45 4 78
65 65 16
40 42 64
64 64 58
42 36 41
41 27 26
8 17 58
50 66 69
18 16 15
32 27 23
25 6 71
16 66 98
9 54 5
48 24 42
2 64 2
15 55 23
35 41 17
14 7 71
26 63 29
13 61 85
40 60 4
11 4 34
18 19 86
50 17 8
1 34 7
29 42 38
4 21 41
22 49 35
56 57 48
3 22 89
48 52 70
15 22 71
61 31 8
12 62 9
40 14 89
29 21 4
26 39 36
14 49 78
62 20 61
8 45 86
7 31 50
7 44 28
34 16 48
58 27 68
56 38 33
29 29 64
18 12 31
47 24 50
64 27 8
22 30 94
61 53 55
1 36 33
16 48 70
19 42 64
36 5 20
9 6 51
3 40 43
46 47 51
37 66 65
36 21 72
8 9 19
25 64 49
23 27 69
29 6 18
36 11 78
9 46 42
23 49 16
17 23 58
59 40 66
9 24 52
64 4 38
25 61 45
13 49 32
49 47 86
53 27 70
39 66 60
26 1 16
35 30 21
63 13 70
44 21 48
31 39 69
39 3 68
40 61 15
51 5 17
53 66 23
15 63 22
55 45 39
60 46 19
50 54 44
34 29 77
41 36 8
26 42 72
13 33 6
22 2 9
1 52 73
61 60 11
37 60 60
34 11 86
20 16 25
47 33 24
38 33 63
24 12 11
25 66 9
28 10 63
25 10 74
16 53 50
10 64 98
31 52 55
7 2 71
48 3 41
35 7 39
1 1 13
25 3 89
27 33 90
53 56 95
64 62 43
49 25 79
56 61 45
59 41 62
44 48 73
53 9 43
3 20 62
29 2 89
4 42 61
18 14 65
51 29 87
6 30 52
16 37 67
26 2 61
29 37 76
5 3 61
10 19 90
41 22 3
34 6 98
38 15 69
48 32 50
4 47 69
19 26 72
13 36 63
55 21 15
52 50 81
6 31 38
24 10 27
18 37 20
38 22 15
31 51 49
61 59 21
47 13 72
8 52 49
8 19 90
50 62 59
54 6 28
16 8 35
33 64 51
51 46 64
36 43 71
17 30 97
17 55 7
45 33 38
20 27 20
39 16 44
53 55 55
52 23 71
26 8 93
2 60 13
23 25 59
63 65 24
58 42 62
23 26 48
10 33 38
4 9 53
40 6 56
59 55 68
33 35 27
7 7 62
62 29 26
3 19 10
65 46 42
57 38 17
50 30 26
24 60 6
9 47 30
39 48 27
61 28 32
47 22 5
23 50 71
24 24 99
20 48 83
6 60 0
55 18 20
11 29 59
24 61 6
2 1 44
57 34 53
16 65 46
12 31 43
2 34 90
20 49 21
60 9 83
6 17 84
21 14 8
1 56 72
37 24 79
39 7 36
28 39 39
46 14 30
38 19 30
44 6 86
10 30 27
23 32 33
53 25 54
65 56 0
49 55 24
14 51 53
19 13 21
51 13 80
3 60 4
10 12 88
58 52 37
22 63 61
44 12 16
46 46 47
61 10 86
52 12 69
62 33 13
23 39 11
56 20 36
35 26 56
1 41 94
50 29 83
24 64 87
36 24 99
25 59 16
19 25 54
11 53 18
37 50 42
11 3 62
42 53 16
15 2 92
8 38 98
9 18 36
18 66 49
13 55 92
23 6 79
26 4 22
13 13 50
28 27 58
32 18 28
5 21 12
63 18 20
30 24 81
32 26 99
37 26 33
30 2 45
11 37 37
18 58 73
31 46 57
53 64 6
65 55 69
31 35 46
53 62 25
48 42 34
21 65 23
35 55 62
27 61 97
16 45 47
16 14 53
32 32 69
11 31 88
41 62 52
43 17 87
50 3 65
44 30 31
24 63 88
57 48 74
43 60 42
31 24 64
28 59 1
8 24 84
62 48 12
23 23 29
38 52 9
10 17 62
64 50 86
46 7 74
56 49 28
15 56 80
17 16 25
30 55 96
42 54 4
24 21 24
23 55 73
29 41 84
31 66 79
66 8 30
41 17 78
54 65 59
43 1 96
16 57 94
16 24 85
23 20 98
6 20 54
32 2 92
61 16 55
6 33 27
10 13 3
52 17 94
46 21 23
46 49 34
5 14 9
49 5 58
10 59 91
21 63 62
38 63 41
11 8 94
31 55 62
35 42 93
9 59 93
38 42 79
40 9 63
32 21 49
66 60 48
8 6 62
16 32 6
40 52 2
17 25 70
49 10 96
51 15 21
60 53 22
18 64 75
12 41 12
42 46 98
45 14 14
38 50 65
2 4 16
36 63 16
27 2 31
31 1 10
8 46 71
30 5 10
1 58 42
44 14 95
39 35 52
10 34 69
62 27 2
36 26 54
6 46 24
11 7 31
1 65 99
22 45 32
2 54 39
23 16 72
31 16 23
19 16 25
13 3 77
57 66 91
28 36 1
17 54 56
40 4 46
3 7 19
49 29 36
64 8 64
37 39 14
63 52 41
30 18 18
47 50 43
63 14 78
62 15 14
14 4 17
23 14 23
44 26 35
7 66 96
42 13 41
39 33 70
63 64 43
50 10 48
62 59 93
3 65 6
17 38 76
58 45 63
53 59 71
37 17 81
10 46 51
11 49 62
52 65 85
3 12 44
8 31 61
49 6 51
1 48 48
48 64 20
30 41 2
9 35 24
43 52 67
53 51 90
3 53 52
49 4 49
59 11 59
1 55 2
42 63 51
15 39 16
1 20 9
1 4 14
41 28 28
20 42 77
55 36 0
12 47 2
28 45 79
25 5 77
4 25 14
20 15 97
7 41 56
9 23 72
34 33 47
46 22 73
48 63 79
14 20 67
46 30 79
48 38 16
4 28 71
9 61 61
66 35 26
43 24 56
14 26 30
51 47 64
9 48 60
54 31 16
22 33 84
9 45 0
45 45 35
46 17 43
10 41 28
2 59 19
33 40 92
17 17 16
54 3 63
16 47 28
31 37 94
33 44 65
21 31 94
3 46 69
62 62 11
51 30 79
56 22 69
61 43 80
53 39 64
1 61 5
23 1 73
53 53 23
51 3 51
47 54 13
58 14 97
8 8 65
60 13 31
49 40 55
30 30 11
50 5 61
38 12 53
39 51 46
60 16 73
57 13 2
29 56 9
16 7 2
26 43 46
1 51 86
32 58 41
1 22 68
2 41 76
46 40 67
30 40 91
47 43 30
26 51 28
17 1 66
14 25 87
59 19 66
45 51 6
13 32 41
42 61 50
32 51 45
39 6 92
39 39 72
24 49 39
7 45 25
30 43 27
48 66 12
22 39 44
27 35 30
1 60 44
20 59 92
50 2 3
32 60 54
6 64 48
15 10 56
1 38 6
62 63 17
48 25 50
17 33 95
52 2 6
28 2 93
49 36 15
31 9 51
57 30 67
58 34 50
13 20 79
48 22 75
9 36 75
28 30 10
18 28 42
58 28 17
8 42 51
54 26 63
12 30 44
13 29 91
48 55 86
15 19 6
43 34 65
60 55 47
35 54 55
64 22 63
50 46 38
56 37 53
15 8 21
3 32 67
29 12 60
62 13 32
58 36 20
13 21 55
6 45 9
59 57 14
25 63 83
13 1 92
24 28 43
7 22 11
29 61 22
48 18 88
38 54 4
29 54 13
43 37 92
47 6 66
56 9 29
38 16 94
65 64 51
60 15 61
38 2 73
19 66 34
6 24 25
2 2 48
58 17 39
65 29 64
55 37 17
42 66 10
25 55 48
42 41 46
61 49 67
20 54 57
5 57 55
28 7 74
10 43 96
45 17 94
15 59 84
4 46 92
61 51 91
36 14 98
57 28 68
58 24 49
12 12 19
53 12 11
51 63 67
24 33 66
42 25 22
26 45 3
27 47 13
35 51 0
41 9 26
23 46 18
25 51 10
37 54 62
66 1 86
66 56 92
5 24 48
12 27 72
32 30 97
57 65 11
64 34 10
33 46 0
17 15 39
26 33 20
28 14 71
4 31 66
58 64 9
3 49 67
4 16 19
46 19 42
66 27 8
16 30 70
42 37 23
19 2 61
22 23 59
37 8 65
19 52 58
44 55 39
18 52 22
38 37 32
18 62 31
13 22 90
61 62 67
36 36 84
45 48 30
66 38 57
16 59 1
13 14 33
44 19 1
26 20 69
23 42 63
46 55 22
54 56 62
49 45 49
28 5 98
28 60 1
60 12 49
3 45 23
59 35 56
25 29 20
24 40 52
43 15 16
7 56 31
44 35 73
28 38 70
15 42 71
18 10 8
3 3 85
10 54 21
35 60 75
8 40 79
44 22 66
11 17 71
29 4 58
39 44 7
57 60 92
57 43 75
9 10 14
5 13 48
62 31 2
43 25 92
47 52 66
10 26 2
43 14 41
36 66 37
58 37 83
26 24 49
22 28 92
11 40 16
35 56 98
65 24 95
65 17 66
14 42 44
3 57 21
8 29 74
5 45 36
25 45 53
42 39 93
41 63 34
29 36 58
33 54 33
16 54 15
16 10 65
11 11 73
54 8 98
7 23 90
34 20 49
11 38 8
34 37 61
25 37 16
57 20 88
35 3 76
8 34 79
30 11 60
63 27 38
64 56 13
5 37 81
22 43 72
7 26 74
42 1 37
21 3 62
21 21 38
19 28 92
41 56 11
28 23 48
2 3 17
14 52 19
27 65 10
34 27 31
56 25 60
29 55 52
42 7 90
10 31 22
45 36 10
63 60 39
35 49 41
1 46 74
1 8 81
37 1 24
48 56 19
10 42 2
16 51 68
53 32 7
60 34 20
23 47 4
23 2 53
50 11 97
17 31 0
55 22 12
2 13 67
20 64 37
41 6 21
2 55 47
40 27 4
45 63 12
24 57 33
32 65 3
47 48 99
55 55 18
34 50 0
21 11 50
12 5 99
64 13 76
42 64 12
37 30 93
36 4 47
61 15 25
50 45 15
43 7 36
22 9 53
44 44 4
30 52 8
63 59 20
61 20 39
43 16 84
31 63 31
3 30 97
42 34 48
37 51 46
40 56 17
25 25 64
4 7 88
43 40 37
25 28 4
60 14 14
64 12 14
42 18 16
51 40 18
20 55 65
41 61 69
3 58 85
17 3 88
28 64 96
57 57 66
63 34 61
18 3 6
3 55 57
27 54 20
6 7 73
60 44 26
61 61 11
10 53 9
10 66 37
40 12 56
27 5 18
12 6 7
46 2 67
18 40 68
19 49 14
45 13 48
26 61 74
1 40 65
6 6 33
20 31 43
39 13 19
15 23 92
5 5 97
39 47 68
35 32 94
2 56 57
18 21 73
16 25 78
30 1 57
18 54 32
20 8 47
35 35 71
2 11 58
9 21 6
62 24 34
44 5 54
29 59 23
6 36 51
33 61 80
5 65 61
13 24 51
41 11 97
48 15 41
9 66 32
13 25 5
57 18 75
51 42 98
19 50 11
42 28 17
66 55 95
56 45 78
8 5 92
31 36 16
33 33 33
19 61 23
74 230
1 2 607
2 3 568
3 4 188
4 5 439
5 6 545
6 7 614
7 8 175
8 9 790
9 10 97
10 11 422
11 12 307
12 13 933
13 14 400
14 15 915
15 16 850
16 17 315
17 18 518
18 19 290
19 20 673
20 21 201
21 22 249
22 23 529
23 24 780
24 25 660
25 26 953
26 27 631
27 28 721
28 29 389
29 30 325
30 31 981
31 32 890
32 33 855
33 34 146
34 35 699
35 36 655
36 37 408
37 38 350
38 39 878
39 40 347
40 41 756
41 42 464
42 43 769
43 44 422
44 45 991
45 46 618
46 47 441
47 48 875
48 49 186
49 50 393
50 51 446
51 52 290
52 53 672
53 54 12
54 55 526
55 56 393
56 57 545
57 58 540
58 59 620
59 60 159
60 61 198
61 62 507
62 63 577
63 64 753
64 65 765
65 66 944
66 67 666
67 68 648
68 69 168
69 70 841
70 71 771
71 72 730
72 73 425
73 74 34
6 37 9
43 35 97
27 55 9
60 26 54
57 20 60
50 63 52
29 45 84
52 69 43
28 12 0
50 26 69
40 4 95
38 39 5
30 35 38
12 8 83
43 57 70
56 21 26
18 10 82
38 15 39
60 4 43
1 63 70
50 33 42
74 49 82
52 20 60
42 36 6
13 14 60
24 60 95
3 52 99
20 70 99
16 24 85
51 31 43
37 69 9
64 14 22
6 38 38
67 19 11
49 28 66
69 26 86
31 23 84
56 54 77
64 53 23
4 4 85
55 52 83
59 24 21
2 46 10
3 53 13
68 58 30
44 62 94
22 53 9
16 39 77
62 5 83
63 52 10
9 14 46
62 62 52
69 48 12
71 36 66
56 29 37
35 47 96
32 46 45
32 33 34
10 46 43
4 25 71
6 56 74
9 15 35
29 39 25
11 25 75
64 68 87
30 29 2
70 41 49
33 15 91
9 25 43
32 63 5
3 35 29
10 59 50
61 46 6
14 15 55
27 54 40
37 65 75
18 19 59
14 39 37
63 28 77
29 49 0
41 72 53
38 59 39
42 29 21
6 70 70
22 1 5
11 33 96
14 40 65
7 6 77
53 36 28
72 50 1
16 19 29
33 14 5
72 31 29
16 26 15
54 62 7
25 30 38
13 57 77
20 71 63
71 32 83
47 1 52
57 39 57
13 65 79
39 66 6
1 5 75
52 26 20
54 4 6
15 5 14
54 12 39
66 21 36
10 23 6
20 46 69
65 46 13
62 39 24
25 17 19
63 14 72
11 26 88
64 25 97
68 12 5
17 27 57
11 6 46
70 56 29
7 58 50
60 40 97
49 44 71
29 25 91
5 25 91
16 71 44
33 3 98
42 56 30
11 2 89
24 43 80
20 67 91
20 54 64
21 30 31
35 31 88
29 6 39
51 64 57
43 7 53
28 57 54
36 65 14
2 67 64
22 19 89
44 45 61
20 53 80
27 19 2
67 16 68
7 53 32
54 37 78
72 2 1
50 1 10
13 21 12
70 14 19
39 30 71
66 12 42
10 62 51
11 18 74
58 57 76
92 2708
1 2 573
2 3 913
3 4 290
4 5 509
5 6 652
6 7 246
7 8 100
8 9 52
9 10 861
10 11 746
11 12 479
12 13 933
13 14 525
14 15 210
15 16 218
16 17 587
17 18 683
18 19 551
19 20 116
20 21 564
21 22 390
22 23 517
23 24 502
24 25 980
25 26 280
26 27 555
27 28 534
28 29 493
29 30 597
30 31 965
31 32 897
32 33 461
33 34 505
34 35 231
35 36 281
36 37 128
37 38 633
38 39 634
39 40 279
40 41 271
41 42 368
42 43 691
43 44 379
44 45 617
45 46 941
46 47 458
47 48 74
48 49 162
49 50 195
50 51 185
51 52 79
52 53 522
53 54 138
54 55 486
55 56 213
56 57 471
57 58 668
58 59 146
59 60 707
60 61 37
61 62 90
62 63 643
63 64 337
64 65 580
65 66 31
66 67 38
67 68 378
68 69 251
69 70 21
70 71 881
71 72 323
72 73 260
73 74 471
74 75 745
75 76 571
76 77 560
77 78 479
78 79 671
79 80 139
80 81 940
81 82 745
82 83 760
83 84 496
84 85 956
85 86 240
86 87 109
87 88 959
88 89 87
89 90 144
90 91 776
91 92 400
72 84 29
11 52 83
37 31 22
41 32 34
59 75 58
73 13 70
42 63 62
47 27 44
27 6 40
1 46 92
80 47 92
27 33 13
30 31 63
33 22 78
21 81 17
58 84 77
64 43 20
36 7 0
14 8 61
3 82 18
60 1 69
26 68 81
33 14 54
79 53 97
34 84 67
31 86 73
73 48 64
88 32 65
11 78 14
1 73 85
82 75 80
37 27 52
65 67 1
28 72 53
56 49 81
68 59 68
84 73 13
30 33 49
8 62 6
80 14 56
28 57 83
36 90 40
69 60 64
84 44 87
64 6 16
67 47 38
64 74 50
8 34 40
78 57 0
19 5 32
87 83 63
59 78 3
37 46 65
8 15 18
38 53 42
17 44 19
76 89 11
71 4 23
39 52 14
34 51 93
15 59 52
68 12 38
18 59 8
30 52 72
11 67 56
19 58 77
84 39 52
78 50 30
9 7 26
12 45 82
90 70 96
76 30 98
16 7 28
2 38 18
21 7 93
40 48 55
3 69 9
67 56 78
52 22 34
21 78 40
9 48 56
31 44 96
4 54 18
53 9 14
22 4 49
17 62 64
17 81 50
33 76 89
28 70 28
70 18 5
69 29 57
56 33 39
68 6 40
56 92 22
33 84 65
27 74 55
48 69 21
76 29 83
42 21 54
53 42 97
62 88 61
41 71 4
16 11 17
29 34 88
88 61 13
5 51 49
47 64 14
53 74 28
12 41 95
50 69 15
1 1 48
70 54 6
5 48 38
80 65 42
8 77 5
54 89 72
3 57 94
37 50 79
26 89 90
23 42 73
37 57 16
57 12 40
32 28 56
7 3 78
62 92 30
43 56 29
19 50 92
83 30 47
91 17 28
64 70 97
38 35 6
73 28 87
68 37 58
62 78 43
78 14 83
70 55 50
70 27 2
78 41 21
75 89 4
44 90 36
1 13 3
16 18 96
55 64 54
81 80 44
22 51 22
15 38 26
68 28 6
23 64 6
21 65 57
73 37 80
37 23 97
17 54 72
37 13 94
31 49 33
42 16 89
71 21 39
4 19 3
33 42 84
21 24 75
65 66 83
34 79 43
20 70 69
15 5 99
22 75 73
87 72 32
43 75 92
48 11 3
70 85 81
22 48 96
70 51 3
26 66 72
68 77 34
80 17 29
1 54 27
88 6 37
92 31 56
85 14 78
18 31 40
48 71 48
47 50 5
23 19 24
49 61 6
61 90 9
9 26 52
40 50 27
74 1 27
57 70 22
23 90 86
35 36 55
30 86 13
72 49 83
59 51 96
62 36 38
36 4 48
22 17 13
1 66 4
18 14 58
8 11 11
34 9 95
85 71 5
45 24 53
56 29 73
59 37 22
5 2 18
23 77 91
28 79 13
46 69 70
85 27 30
6 30 10
71 69 98
89 70 80
84 18 31
69 28 48
62 84 60
27 34 88
92 61 15
81 52 45
3 45 31
52 90 40
75 79 51
20 16 47
54 88 41
91 19 8
70 10 0
17 50 23
6 87 43
32 52 16
34 37 17
17 64 33
92 24 52
2 39 96
65 86 13
88 23 56
79 36 12
42 88 51
21 23 31
38 6 81
16 70 43
10 75 23
28 25 32
82 55 44
89 85 4
55 36 10
44 35 78
57 43 95
27 20 3
17 28 32
41 48 51
17 3 81
27 3 83
36 46 2
90 10 5
62 13 44
1 24 59
53 73 43
29 10 5
34 23 9
83 27 41
63 6 7
70 79 14
6 18 16
82 21 1
5 88 84
81 79 87
50 16 65
17 16 54
42 50 32
63 72 12
60 85 40
76 53 57
50 28 1
56 30 91
34 4 91
7 40 11
35 65 93
19 63 90
18 7 72
12 6 1
22 22 18
11 60 92
19 7 5
82 18 51
38 68 64
9 88 95
78 87 43
22 31 74
30 79 73
76 64 47
65 46 8
53 85 10
8 52 9
54 23 28
45 30 20
17 60 84
66 54 29
7 11 2
75 64 94
79 62 33
68 75 83
81 38 90
20 61 0
2 49 66
88 90 46
55 92 96
58 28 1
16 15 75
87 49 27
35 84 49
6 77 91
32 58 15
55 71 92
80 71 86
14 81 66
3 76 90
80 54 14
28 14 77
1 32 5
85 5 67
10 30 78
69 33 43
56 65 53
11 33 96
40 65 3
33 21 93
45 81 60
47 66 28
26 48 56
16 41 71
33 40 79
42 35 12
38 76 21
71 82 53
13 85 47
4 92 90
79 14 40
60 46 78
33 79 66
29 25 88
32 55 86
56 8 20
18 60 41
53 59 41
84 81 24
73 20 87
66 81 55
86 76 84
63 20 79
26 72 6
70 76 10
91 13 27
32 7 60
71 3 90
45 35 62
39 28 93
85 63 65
1 57 8
33 57 38
58 63 41
63 8 96
7 13 92
75 26 59
61 62 63
64 69 57
35 74 90
22 45 35
83 41 15
5 82 45
70 73 69
54 54 61
58 37 68
23 61 31
44 44 63
38 89 13
37 52 4
37 53 57
4 32 39
66 63 35
55 5 46
55 13 70
25 60 24
48 30 48
26 33 62
34 33 29
32 34 45
29 88 68
44 86 37
40 45 62
24 11 28
73 58 94
88 50 87
10 92 86
29 5 85
12 7 15
5 22 39
20 17 11
76 51 91
36 10 64
86 47 71
73 92 85
92 86 25
12 13 82
45 2 74
16 33 60
43 18 96
40 80 15
26 87 5
49 52 2
1 26 32
15 40 63
45 86 77
75 34 2
58 71 96
8 50 4
2 62 3
78 63 78
15 69 79
71 1 23
84 75 61
21 54 29
44 88 99
18 30 73
34 69 7
17 30 64
59 80 39
42 27 18
48 2 28
11 27 29
12 34 12
84 21 7
72 8 0
65 17 42
6 8 42
88 35 35
69 53 38
42 68 27
91 4 6
66 33 95
9 39 67
8 40 71
58 20 50
66 73 32
51 28 12
40 58 69
4 78 87
58 83 86
45 15 92
1 65 41
54 73 80
8 57 48
60 32 3
5 79 47
88 19 35
70 8 55
38 70 83
89 49 19
32 65 92
41 55 78
45 82 31
90 50 29
86 82 59
55 76 2
68 4 75
41 90 89
71 18 32
29 21 43
81 51 72
88 8 94
60 43 7
43 26 90
12 31 12
41 69 44
25 14 90
33 8 29
64 46 37
73 67 66
90 54 27
77 86 63
40 46 50
1 80 26
75 62 56
39 20 21
53 90 69
38 62 35
37 85 39
80 11 27
45 25 4
40 26 69
3 80 60
48 10 27
38 80 3
52 65 80
78 31 14
80 7 10
40 27 56
50 51 96
5 83 20
12 61 39
89 41 94
29 38 84
69 14 76
68 84 68
15 60 33
18 12 83
55 68 1
75 90 14
89 89 60
79 38 19
62 24 85
14 74 3
34 80 5
25 56 76
19 3 57
28 5 26
85 55 97
83 69 47
3 4 53
41 11 34
41 64 74
80 58 27
19 48 77
18 37 67
50 10 90
8 31 28
13 77 28
15 71 43
56 51 11
8 42 17
63 50 92
30 15 21
79 13 20
50 31 30
1 15 29
89 34 55
15 61 73
81 81 22
38 92 97
24 18 54
43 46 50
13 72 9
18 19 87
43 59 78
81 5 85
5 24 49
73 16 95
84 2 16
16 35 19
87 9 76
32 68 63
39 26 67
36 18 75
10 80 34
7 27 6
19 59 94
48 54 26
40 52 61
2 66 74
79 68 8
92 83 68
67 74 83
14 30 18
32 67 73
30 51 15
61 67 41
40 20 59
81 47 59
91 9 60
76 50 27
42 26 79
89 36 51
59 47 11
80 36 21
35 20 16
77 74 24
43 83 66
59 27 17
39 55 53
47 25 33
5 21 60
50 26 98
89 10 9
87 61 22
33 46 18
92 65 86
62 74 63
74 20 72
15 25 62
92 92 1
29 39 17
39 42 41
31 31 64
72 29 85
63 54 5
80 56 88
54 29 23
41 21 81
33 23 58
2 80 2
56 5 89
60 54 89
17 63 42
92 49 1
25 61 94
12 19 28
63 71 90
6 86 26
72 92 36
51 51 11
50 61 57
11 10 56
9 43 9
74 10 57
81 64 61
47 90 22
24 37 21
49 73 20
13 26 24
49 69 16
53 27 32
32 37 97
84 66 69
35 7 68
20 56 43
51 53 26
24 59 64
21 3 50
92 37 77
78 60 36
53 66 20
88 20 61
60 63 10
91 5 95
60 57 19
90 92 55
48 47 41
38 55 61
56 83 0
84 27 53
19 8 96
69 22 91
24 52 51
22 18 45
2 51 7
24 79 62
83 6 99
65 39 66
21 76 49
86 38 29
29 6 16
64 45 2
43 54 8
90 89 32
2 10 22
14 90 64
42 40 51
85 22 19
82 68 62
32 79 68
49 54 80
3 84 65
56 47 99
11 4 49
85 58 39
92 77 71
50 64 85
91 68 41
45 75 96
27 19 48
16 68 21
16 44 37
87 2 72
76 65 47
57 13 21
44 28 0
35 57 42
59 38 65
41 4 89
42 87 0
21 32 61
13 67 98
28 3 62
13 63 26
16 62 49
36 24 61
27 18 9
89 57 94
82 89 67
39 62 76
65 36 28
22 42 74
14 3 84
52 54 76
80 24 45
14 77 52
61 73 14
63 49 99
27 92 35
72 48 24
7 5 72
32 78 36
88 39 58
4 27 54
59 55 62
9 66 96
10 27 59
2 35 57
9 5 71
54 91 16
84 86 49
27 15 78
26 4 20
60 70 70
38 31 99
21 10 11
55 67 47
27 68 64
31 73 7
62 55 74
84 16 12
2 58 96
22 10 31
49 37 28
17 83 64
42 64 7
53 8 6
1 30 73
14 63 9
8 82 16
42 31 27
62 67 85
41 62 69
61 64 35
76 92 2
1 27 58
84 4 27
24 33 15
65 44 44
25 79 33
34 72 6
17 27 0
32 2 11
91 82 90
86 12 24
47 6 21
13 21 95
41 25 98
83 51 99
23 56 94
23 7 31
41 42 33
50 43 35
77 11 41
55 21 0
62 52 43
62 77 66
33 90 54
58 1 53
45 44 45
69 80 40
87 64 20
41 56 23
42 20 66
18 64 59
67 8 6
80 92 74
71 92 18
66 24 54
32 87 68
92 7 70
53 16 43
28 66 37
39 18 48
74 15 52
9 80 96
72 44 15
32 76 85
46 9 47
52 59 45
20 36 19
59 16 94
65 54 28
5 39 87
52 20 27
58 33 3
84 17 60
90 91 94
71 44 70
28 13 2
63 69 72
64 22 98
46 17 3
7 48 25
52 35 59
29 51 67
45 72 55
11 82 8
26 28 29
43 41 36
43 52 49
19 21 92
27 60 93
13 71 35
10 44 45
28 74 26
87 88 85
32 30 29
77 44 3
74 23 28
49 76 40
46 8 25
83 85 65
59 62 42
48 39 83
73 19 39
83 28 29
44 68 7
60 4 89
8 58 59
26 80 91
92 47 96
32 59 28
50 68 48
39 49 34
80 48 65
28 81 50
44 67 17
44 30 27
40 73 24
21 73 56
68 24 53
90 32 53
49 60 6
1 75 89
14 56 85
56 22 39
7 46 83
60 48 31
63 3 96
13 80 13
74 8 42
35 8 4
20 44 20
11 43 8
44 79 7
24 70 71
73 68 45
67 16 67
90 37 48
58 48 75
34 26 66
39 1 0
31 13 47
29 58 78
86 29 98
32 39 40
86 56 87
50 30 78
78 92 17
85 87 1
20 24 3
8 5 39
57 57 35
25 40 32
82 83 25
54 26 95
87 43 70
52 46 24
38 20 73
6 50 1
24 12 29
58 9 15
56 50 80
39 60 33
43 73 75
27 50 77
37 41 68
25 13 60
4 24 99
72 10 88
33 83 77
20 30 9
34 49 51
73 72 92
27 48 34
23 2 11
66 11 81
32 61 72
79 17 17
40 4 24
32 46 93
48 44 50
38 24 89
12 54 46
1 69 57
20 41 52
87 11 80
84 60 5
62 86 57
18 77 10
19 77 32
16 72 35
91 67 14
2 21 30
51 15 19
86 90 96
64 82 92
25 5 79
83 22 11
92 3 65
51 67 65
39 50 33
69 12 14
70 33 38
37 16 17
83 32 2
86 36 63
79 83 78
68 5 55
57 39 78
75 39 12
31 85 40
89 68 56
89 78 55
47 2 18
12 9 46
10 6 48
92 54 57
75 48 75
2 67 19
91 20 46
91 59 28
39 14 44
4 79 73
29 40 12
82 30 65
32 49 8
87 82 29
81 15 56
41 51 35
39 3 64
57 44 49
8 41 26
58 76 22
84 87 7
65 85 94
31 27 91
76 42 95
13 59 47
49 27 83
5 34 40
21 50 21
38 12 31
40 44 29
41 67 28
45 91 14
66 4 93
56 79 12
81 34 39
40 28 37
35 26 79
21 18 56
73 10 88
32 42 21
